estado;ibgeID;competencia;Codigo;Descrição;Existente;Sus;NaoSus
31;310400;202003;43;OBSTETRICIA CLINICA;13;5;8
31;310400;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310400;202003;45;PEDIATRIA CLINICA;9;5;4
31;310400;202003;68;PEDIATRIA CIRURGICA;6;3;3
31;310400;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;310400;202003;34;CRONICOS;65;65;0
31;310400;202003;47;PSIQUIATRIA;2;2;0
31;310400;202003;48;REABILITACAO;80;0;80
31;310410;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310410;202003;33;CLINICA GERAL;6;6;0
31;310410;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310410;202003;10;OBSTETRICIA CIRURGICA;2;2;0
31;310420;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310420;202003;01;BUCO MAXILO FACIAL;1;1;0
31;310420;202003;03;CIRURGIA GERAL;6;4;2
31;310420;202003;13;ORTOPEDIATRAUMATOLOGIA;1;1;0
31;310420;202003;14;OTORRINOLARINGOLOGIA;5;5;0
31;310420;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310420;202003;33;CLINICA GERAL;33;23;10
31;310420;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310420;202003;43;OBSTETRICIA CLINICA;9;6;3
31;310420;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310420;202003;45;PEDIATRIA CLINICA;8;6;2
31;310420;202003;68;PEDIATRIA CIRURGICA;1;1;0
31;310560;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310560;202003;01;BUCO MAXILO FACIAL;4;4;0
31;310560;202003;02;CARDIOLOGIA;15;15;0
31;310560;202003;03;CIRURGIA GERAL;59;29;30
31;310560;202003;05;GASTROENTEROLOGIA;1;0;1
31;310560;202003;09;NEUROCIRURGIA;25;14;11
31;310560;202003;11;OFTALMOLOGIA;1;0;1
31;310560;202003;12;ONCOLOGIA;4;4;0
31;310560;202003;13;ORTOPEDIATRAUMATOLOGIA;24;16;8
31;310560;202003;14;OTORRINOLARINGOLOGIA;1;0;1
31;310560;202003;15;PLASTICA;1;0;1
31;310560;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310560;202003;32;CARDIOLOGIA;22;16;6
31;310560;202003;33;CLINICA GERAL;169;131;38
31;310560;202003;40;NEFROUROLOGIA;6;6;0
31;310560;202003;41;NEONATOLOGIA;4;0;4
31;310560;202003;44;ONCOLOGIA;8;8;0
31;310560;202003;87;SAUDE MENTAL;10;10;0
31;310560;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;310560;202003;51;UTI II ADULTO - COVID-19;20;0;20
31;310560;202003;66;UNIDADE ISOLAMENTO;10;8;2
31;310560;202003;75;UTI ADULTO - TIPO II;40;35;5
31;310560;202003;78;UTI PEDIATRICA - TIPO II;2;2;0
31;310560;202003;81;UTI NEONATAL - TIPO II;8;8;0
31;310560;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;5;0;5
31;310560;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;6;6;0
31;310560;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310560;202003;10;OBSTETRICIA CIRURGICA;27;21;6
31;310560;202003;43;OBSTETRICIA CLINICA;3;0;3
31;310560;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310560;202003;45;PEDIATRIA CLINICA;26;21;5
31;310560;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;310560;202003;34;CRONICOS;29;29;0
31;310560;202003;47;PSIQUIATRIA;673;145;528
31;310560;202003;84;ACOLHIMENTO NOTURNO;8;8;0
31;310560;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
31;310560;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;1;0;1
31;310620;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310620;202003;01;BUCO MAXILO FACIAL;25;19;6
31;310620;202003;02;CARDIOLOGIA;234;90;144
31;310620;202003;03;CIRURGIA GERAL;935;422;513
31;310620;202003;04;ENDOCRINOLOGIA;14;3;11
31;310620;202003;05;GASTROENTEROLOGIA;57;32;25
31;310620;202003;06;GINECOLOGIA;151;78;73
31;310620;202003;08;NEFROLOGIAUROLOGIA;143;62;81
31;310620;202003;09;NEUROCIRURGIA;233;144;89
31;310620;202003;11;OFTALMOLOGIA;78;39;39
31;310620;202003;12;ONCOLOGIA;91;55;36
31;310620;202003;13;ORTOPEDIATRAUMATOLOGIA;594;422;172
31;310620;202003;14;OTORRINOLARINGOLOGIA;88;18;70
31;310620;202003;15;PLASTICA;147;72;75
31;310620;202003;16;TORACICA;50;23;27
31;310620;202003;67;TRANSPLANTE;126;102;24
31;310620;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310620;202003;31;AIDS;87;64;23
31;310620;202003;32;CARDIOLOGIA;269;154;115
31;310620;202003;33;CLINICA GERAL;2106;1251;855
31;310620;202003;35;DERMATOLOGIA;13;8;5
31;310620;202003;36;GERIATRIA;50;1;49
31;310620;202003;37;HANSENOLOGIA;3;3;0
31;310620;202003;38;HEMATOLOGIA;77;42;35
31;310620;202003;40;NEFROUROLOGIA;123;70;53
31;310620;202003;41;NEONATOLOGIA;101;93;8
31;310620;202003;42;NEUROLOGIA;100;59;41
31;310620;202003;44;ONCOLOGIA;188;126;62
31;310620;202003;46;PNEUMOLOGIA;128;101;27
31;310620;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;310620;202003;66;UNIDADE ISOLAMENTO;64;41;23
31;310620;202003;74;UTI ADULTO - TIPO I;170;1;169
31;310620;202003;75;UTI ADULTO - TIPO II;725;570;155
31;310620;202003;76;UTI ADULTO - TIPO III;175;29;146
31;310620;202003;77;UTI PEDIATRICA - TIPO I;52;0;52
31;310620;202003;78;UTI PEDIATRICA - TIPO II;79;71;8
31;310620;202003;79;UTI PEDIATRICA - TIPO III;43;18;25
31;310620;202003;80;UTI NEONATAL - TIPO I;98;0;98
31;310620;202003;81;UTI NEONATAL - TIPO II;142;131;11
31;310620;202003;82;UTI NEONATAL - TIPO III;30;0;30
31;310620;202003;83;UTI DE QUEIMADOS;11;6;5
31;310620;202003;85;UTI CORONARIANA TIPO II - UCO TIPO II;38;30;8
31;310620;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;130;101;29
31;310620;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;37;37;0
31;310620;202003;94;UNIDADE DE CUIDADOS INTERMEDIARIOS PEDIATRICO;8;0;8
31;310620;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;14;2;12
31;310620;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310620;202003;10;OBSTETRICIA CIRURGICA;369;235;134
31;310620;202003;43;OBSTETRICIA CLINICA;113;60;53
31;310620;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310620;202003;45;PEDIATRIA CLINICA;580;394;186
31;310620;202003;68;PEDIATRIA CIRURGICA;121;99;22
31;310620;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;310620;202003;34;CRONICOS;204;131;73
31;310620;202003;47;PSIQUIATRIA;574;236;338
31;310620;202003;48;REABILITACAO;63;60;3
31;310620;202003;49;PNEUMOLOGIA SANITARIA;32;32;0
31;310620;202003;84;ACOLHIMENTO NOTURNO;95;95;0
31;310620;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
31;310620;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;365;116;249
31;310620;202003;69;AIDS;14;14;0
31;310620;202003;70;FIBROSE CISTICA;1;1;0
31;310620;202003;71;INTERCORRENCIA POS-TRANSPLANTE;12;12;0
31;310620;202003;72;GERIATRIA;1;1;0
31;310670;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310670;202003;01;BUCO MAXILO FACIAL;2;2;0
31;310670;202003;03;CIRURGIA GERAL;79;35;44
31;310670;202003;04;ENDOCRINOLOGIA;2;2;0
31;310670;202003;05;GASTROENTEROLOGIA;6;6;0
31;310670;202003;06;GINECOLOGIA;4;4;0
31;310670;202003;08;NEFROLOGIAUROLOGIA;4;4;0
31;310670;202003;09;NEUROCIRURGIA;12;12;0
31;310670;202003;11;OFTALMOLOGIA;2;2;0
31;310670;202003;12;ONCOLOGIA;10;10;0
31;310670;202003;13;ORTOPEDIATRAUMATOLOGIA;23;17;6
31;310670;202003;15;PLASTICA;6;6;0
31;310670;202003;16;TORACICA;1;1;0
31;310670;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310670;202003;31;AIDS;2;2;0
31;310670;202003;32;CARDIOLOGIA;8;8;0
31;310670;202003;33;CLINICA GERAL;218;171;47
31;310670;202003;36;GERIATRIA;3;3;0
31;310670;202003;40;NEFROUROLOGIA;14;14;0
31;310670;202003;42;NEUROLOGIA;25;25;0
31;310670;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;310670;202003;51;UTI II ADULTO - COVID-19;54;0;54
31;310670;202003;52;UTI II PEDIATRICA - COVID-19;10;0;10
31;310670;202003;66;UNIDADE ISOLAMENTO;3;1;2
31;310670;202003;75;UTI ADULTO - TIPO II;39;20;19
31;310670;202003;78;UTI PEDIATRICA - TIPO II;18;6;12
31;310670;202003;81;UTI NEONATAL - TIPO II;32;20;12
31;310670;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;24;24;0
31;310670;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;10;10;0
31;310670;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310670;202003;10;OBSTETRICIA CIRURGICA;84;50;34
31;310670;202003;43;OBSTETRICIA CLINICA;11;7;4
31;310670;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310670;202003;45;PEDIATRIA CLINICA;73;53;20
31;310670;202003;68;PEDIATRIA CIRURGICA;9;4;5
31;310670;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;310670;202003;34;CRONICOS;29;29;0
31;310670;202003;47;PSIQUIATRIA;80;1;79
31;310670;202003;48;REABILITACAO;2;2;0
31;310670;202003;84;ACOLHIMENTO NOTURNO;18;18;0
31;310670;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
31;310670;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;27;14;13
31;310710;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310710;202003;03;CIRURGIA GERAL;13;10;3
31;310710;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310710;202003;32;CARDIOLOGIA;2;2;0
31;310710;202003;33;CLINICA GERAL;18;16;2
31;310710;202003;36;GERIATRIA;1;1;0
31;310710;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310710;202003;10;OBSTETRICIA CIRURGICA;18;12;6
31;310710;202003;43;OBSTETRICIA CLINICA;2;1;1
31;310710;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310710;202003;45;PEDIATRIA CLINICA;11;9;2
31;310710;202003;68;PEDIATRIA CIRURGICA;6;4;2
31;310740;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310740;202003;03;CIRURGIA GERAL;8;5;3
31;310740;202003;06;GINECOLOGIA;2;1;1
31;310740;202003;08;NEFROLOGIAUROLOGIA;1;0;1
31;310740;202003;11;OFTALMOLOGIA;1;0;1
31;310740;202003;13;ORTOPEDIATRAUMATOLOGIA;7;3;4
31;310740;202003;15;PLASTICA;1;0;1
31;310740;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310740;202003;33;CLINICA GERAL;49;40;9
31;310740;202003;41;NEONATOLOGIA;2;2;0
31;310740;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;310740;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;2;2;0
31;310740;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310740;202003;43;OBSTETRICIA CLINICA;7;6;1
31;310740;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310740;202003;45;PEDIATRIA CLINICA;4;3;1
31;310740;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
31;310740;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;1;0;1
31;310830;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
31;310830;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;8;0;8
31;310840;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;310840;202003;03;CIRURGIA GERAL;1;1;0
31;310840;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;310840;202003;33;CLINICA GERAL;15;11;4
31;310840;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;310840;202003;66;UNIDADE ISOLAMENTO;1;1;0
31;310840;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;310840;202003;10;OBSTETRICIA CIRURGICA;1;1;0
31;310840;202003;43;OBSTETRICIA CLINICA;1;1;0
31;310840;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;310840;202003;45;PEDIATRIA CLINICA;1;1;0
31;311000;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311000;202003;03;CIRURGIA GERAL;4;3;1
31;311000;202003;06;GINECOLOGIA;2;2;0
31;311000;202003;08;NEFROLOGIAUROLOGIA;1;1;0
31;311000;202003;13;ORTOPEDIATRAUMATOLOGIA;2;2;0
31;311000;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311000;202003;33;CLINICA GERAL;33;32;1
31;311000;202003;87;SAUDE MENTAL;2;2;0
31;311000;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311000;202003;65;UNIDADE INTERMEDIARIA NEONATAL;3;3;0
31;311000;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;4;0;4
31;311000;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;3;2;1
31;311000;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311000;202003;10;OBSTETRICIA CIRURGICA;3;2;1
31;311000;202003;43;OBSTETRICIA CLINICA;6;4;2
31;311000;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311000;202003;45;PEDIATRIA CLINICA;2;1;1
31;311000;202003;68;PEDIATRIA CIRURGICA;1;1;0
31;311050;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311050;202003;03;CIRURGIA GERAL;7;5;2
31;311050;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311050;202003;33;CLINICA GERAL;12;10;2
31;311050;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311050;202003;10;OBSTETRICIA CIRURGICA;2;1;1
31;311050;202003;43;OBSTETRICIA CLINICA;2;1;1
31;311050;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311050;202003;45;PEDIATRIA CLINICA;4;4;0
31;311060;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311060;202003;03;CIRURGIA GERAL;8;6;2
31;311060;202003;13;ORTOPEDIATRAUMATOLOGIA;3;2;1
31;311060;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311060;202003;33;CLINICA GERAL;18;13;5
31;311060;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311060;202003;10;OBSTETRICIA CIRURGICA;8;4;4
31;311060;202003;43;OBSTETRICIA CLINICA;2;2;0
31;311060;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311060;202003;45;PEDIATRIA CLINICA;6;3;3
31;311060;202003;68;PEDIATRIA CIRURGICA;4;2;2
31;311070;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311070;202003;03;CIRURGIA GERAL;5;4;1
31;311070;202003;06;GINECOLOGIA;2;2;0
31;311070;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311070;202003;33;CLINICA GERAL;16;14;2
31;311070;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311070;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;2;2;0
31;311070;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311070;202003;10;OBSTETRICIA CIRURGICA;3;2;1
31;311070;202003;43;OBSTETRICIA CLINICA;5;4;1
31;311070;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311070;202003;45;PEDIATRIA CLINICA;5;3;2
31;311120;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311120;202003;03;CIRURGIA GERAL;17;11;6
31;311120;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311120;202003;33;CLINICA GERAL;60;47;13
31;311120;202003;41;NEONATOLOGIA;2;1;1
31;311120;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311120;202003;75;UTI ADULTO - TIPO II;11;10;1
31;311120;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311120;202003;10;OBSTETRICIA CIRURGICA;19;9;10
31;311120;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311120;202003;45;PEDIATRIA CLINICA;8;6;2
31;311120;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;311120;202003;47;PSIQUIATRIA;1;1;0
31;311150;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311150;202003;03;CIRURGIA GERAL;4;4;0
31;311150;202003;06;GINECOLOGIA;4;4;0
31;311150;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311150;202003;33;CLINICA GERAL;19;16;3
31;311150;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311150;202003;66;UNIDADE ISOLAMENTO;1;1;0
31;311150;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311150;202003;10;OBSTETRICIA CIRURGICA;3;3;0
31;311150;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311150;202003;45;PEDIATRIA CLINICA;8;8;0
31;311160;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311160;202003;03;CIRURGIA GERAL;9;7;2
31;311160;202003;06;GINECOLOGIA;2;2;0
31;311160;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311160;202003;33;CLINICA GERAL;13;11;2
31;311160;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311160;202003;10;OBSTETRICIA CIRURGICA;5;4;1
31;311160;202003;43;OBSTETRICIA CLINICA;2;1;1
31;311160;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311160;202003;45;PEDIATRIA CLINICA;4;4;0
31;311160;202003;68;PEDIATRIA CIRURGICA;1;1;0
31;311160;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;311160;202003;34;CRONICOS;15;15;0
31;311280;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311280;202003;03;CIRURGIA GERAL;2;2;0
31;311280;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311280;202003;33;CLINICA GERAL;13;2;11
31;311280;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311280;202003;10;OBSTETRICIA CIRURGICA;2;2;0
31;311280;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311280;202003;45;PEDIATRIA CLINICA;5;5;0
31;311330;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311330;202003;03;CIRURGIA GERAL;45;20;25
31;311330;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311330;202003;33;CLINICA GERAL;93;69;24
31;311330;202003;41;NEONATOLOGIA;1;1;0
31;311330;202003;87;SAUDE MENTAL;8;8;0
31;311330;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311330;202003;66;UNIDADE ISOLAMENTO;1;1;0
31;311330;202003;75;UTI ADULTO - TIPO II;26;25;1
31;311330;202003;81;UTI NEONATAL - TIPO II;11;10;1
31;311330;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311330;202003;10;OBSTETRICIA CIRURGICA;5;2;3
31;311330;202003;43;OBSTETRICIA CLINICA;10;7;3
31;311330;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311330;202003;45;PEDIATRIA CLINICA;17;17;0
31;311330;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;311330;202003;34;CRONICOS;15;15;0
31;311370;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311370;202003;03;CIRURGIA GERAL;9;7;2
31;311370;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311370;202003;33;CLINICA GERAL;22;20;2
31;311370;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311370;202003;10;OBSTETRICIA CIRURGICA;2;0;2
31;311370;202003;43;OBSTETRICIA CLINICA;4;4;0
31;311370;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311370;202003;45;PEDIATRIA CLINICA;9;9;0
31;311390;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311390;202003;03;CIRURGIA GERAL;5;4;1
31;311390;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311390;202003;33;CLINICA GERAL;17;16;1
31;311390;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311390;202003;10;OBSTETRICIA CIRURGICA;3;3;0
31;311390;202003;43;OBSTETRICIA CLINICA;3;3;0
31;311390;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311390;202003;45;PEDIATRIA CLINICA;8;3;5
31;311390;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;311390;202003;34;CRONICOS;1;1;0
31;311530;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311530;202003;03;CIRURGIA GERAL;23;14;9
31;311530;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311530;202003;33;CLINICA GERAL;66;42;24
31;311530;202003;36;GERIATRIA;6;0;6
31;311530;202003;87;SAUDE MENTAL;6;4;2
31;311530;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311530;202003;66;UNIDADE ISOLAMENTO;8;8;0
31;311530;202003;75;UTI ADULTO - TIPO II;10;9;1
31;311530;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311530;202003;10;OBSTETRICIA CIRURGICA;6;4;2
31;311530;202003;43;OBSTETRICIA CLINICA;3;2;1
31;311530;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311530;202003;45;PEDIATRIA CLINICA;11;7;4
31;311580;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311580;202003;03;CIRURGIA GERAL;4;4;0
31;311580;202003;06;GINECOLOGIA;2;2;0
31;311580;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311580;202003;33;CLINICA GERAL;6;6;0
31;311580;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311580;202003;66;UNIDADE ISOLAMENTO;1;1;0
31;311580;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311580;202003;10;OBSTETRICIA CIRURGICA;2;2;0
31;311580;202003;43;OBSTETRICIA CLINICA;2;2;0
31;311580;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311580;202003;45;PEDIATRIA CLINICA;3;3;0
31;311730;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311730;202003;03;CIRURGIA GERAL;3;3;0
31;311730;202003;06;GINECOLOGIA;1;1;0
31;311730;202003;13;ORTOPEDIATRAUMATOLOGIA;2;2;0
31;311730;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311730;202003;33;CLINICA GERAL;7;7;0
31;311730;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311730;202003;10;OBSTETRICIA CIRURGICA;4;4;0
31;311730;202003;43;OBSTETRICIA CLINICA;1;1;0
31;311730;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
31;311730;202003;45;PEDIATRIA CLINICA;2;2;0
31;311730;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
31;311730;202003;34;CRONICOS;1;1;0
31;311730;202003;47;PSIQUIATRIA;1;1;0
31;311830;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
31;311830;202003;01;BUCO MAXILO FACIAL;2;1;1
31;311830;202003;03;CIRURGIA GERAL;44;25;19
31;311830;202003;06;GINECOLOGIA;4;3;1
31;311830;202003;11;OFTALMOLOGIA;1;1;0
31;311830;202003;13;ORTOPEDIATRAUMATOLOGIA;20;11;9
31;311830;202003;15;PLASTICA;1;1;0
31;311830;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
31;311830;202003;31;AIDS;2;2;0
31;311830;202003;32;CARDIOLOGIA;7;3;4
31;311830;202003;33;CLINICA GERAL;68;50;18
31;311830;202003;38;HEMATOLOGIA;4;4;0
31;311830;202003;40;NEFROUROLOGIA;7;4;3
31;311830;202003;41;NEONATOLOGIA;4;3;1
31;311830;202003;87;SAUDE MENTAL;6;6;0
31;311830;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
31;311830;202003;66;UNIDADE ISOLAMENTO;1;1;0
31;311830;202003;75;UTI ADULTO - TIPO II;10;9;1
31;311830;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
31;311830;202003;10;OBSTETRICIA CIRURGICA;25;19;6
